x y our kmeans spectral gmm
-9.006541099999999800e-02 9.083544000000000063e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-9.203180099999999642e-02 8.905117900000000253e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-9.407396499999999551e-02 8.730403399999999703e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-9.619431700000000141e-02 8.559335300000000535e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-9.839537099999999537e-02 8.391849999999999588e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-1.006797499999999984e-01 8.227885600000000021e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-1.030501699999999965e-01 8.067382499999999901e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-1.055094899999999974e-01 7.910282600000000386e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-1.080606499999999942e-01 7.756529800000000474e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-1.107067300000000032e-01 7.606070099999999723e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-1.134509100000000020e-01 7.458851100000000178e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-1.162965200000000004e-01 7.314822500000000005e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-1.192470000000000058e-01 7.173935999999999646e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-1.223059400000000019e-01 7.036145200000000210e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-1.254770500000000066e-01 6.901405800000000035e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-1.287641999999999953e-01 6.769675499999999735e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-1.321713800000000050e-01 6.640913999999999984e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-1.357027600000000056e-01 6.515083499999999583e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-1.393626400000000098e-01 6.392147900000000327e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-1.431554899999999964e-01 6.272073700000000418e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-1.470859499999999931e-01 6.154829600000000234e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-1.511588100000000046e-01 6.040386800000000500e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-1.553790499999999908e-01 5.928718600000000283e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-1.597518099999999941e-01 5.819801300000000399e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-1.642824400000000018e-01 5.713613499999999901e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-1.689764400000000055e-01 5.610136799999999591e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-1.738395399999999869e-01 5.509355200000000119e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-1.788776300000000097e-01 5.411256199999999739e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-1.840968299999999891e-01 5.315830000000000277e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-1.895034499999999900e-01 5.223069999999999657e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-1.951040099999999944e-01 5.132973199999999458e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-2.009052400000000127e-01 5.045539999999999470e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-2.069140999999999897e-01 4.960774399999999806e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
